,end_time,pkg_name,time_offset,start_time,floor,datauuid,update_time,create_time
419,2018-01-04 08:14:06.000,com.sec.android.app.shealth,UTC-0400,2018-01-04 08:11:11.000,4.0,c69c8586-0033-8057-fbfa-78d861969ada,2018-01-04 08:15:30.624,2018-01-04 08:15:30.559
420,2018-01-29 17:34:55.000,com.sec.android.app.shealth,UTC-0400,2018-01-29 17:34:32.000,1.0,c731516a-1759-3062-9890-87b78c0f99e5,2018-01-29 17:35:32.830,2018-01-29 17:35:32.816
421,2018-02-28 06:59:39.000,com.sec.android.app.shealth,UTC-0400,2018-02-28 06:58:26.000,7.0,c82be669-1999-e2bb-7e53-56e598b2ec26,2018-02-28 07:00:38.771,2018-02-28 07:00:38.650
422,2018-03-27 08:14:03.000,com.sec.android.app.shealth,UTC-0300,2018-03-27 08:13:49.000,1.0,c968b068-9b4d-c3cc-ecc5-e890335541fd,2018-03-27 08:15:15.148,2018-03-27 08:15:15.146
423,2018-04-06 19:09:50.000,com.sec.android.app.shealth,UTC-0300,2018-04-06 19:09:34.000,1.0,ca03e2f1-93a3-7425-57ac-45b50c1bb2ef,2018-04-06 19:14:06.287,2018-04-06 19:14:06.286
424,2018-03-12 07:45:01.000,com.sec.android.app.shealth,UTC-0300,2018-03-12 07:44:37.000,1.0,ca10a741-0000-1596-3d67-da5f26acc7f5,2018-03-12 07:51:11.663,2018-03-12 07:51:11.661
425,2018-02-28 09:01:45.000,com.sec.android.app.shealth,UTC-0400,2018-02-28 09:01:33.000,1.0,ca1cc185-9d74-97d2-3c92-e06b85e260ea,2018-02-28 09:27:07.760,2018-02-28 09:27:07.748
426,2018-03-21 20:05:32.000,com.sec.android.app.shealth,UTC-0300,2018-03-21 20:05:09.000,1.0,ca28233a-7ef7-8695-6093-6c2027875061,2018-03-21 20:10:38.205,2018-03-21 20:10:38.187
427,2018-03-14 17:16:10.000,com.sec.android.app.shealth,UTC-0300,2018-03-14 17:15:54.000,1.0,ca36c8f4-c58f-75a8-a51a-58b7c22aa7ce,2018-03-14 17:22:13.717,2018-03-14 17:22:13.702
428,2018-03-14 20:51:51.000,com.sec.android.app.shealth,UTC-0300,2018-03-14 20:51:43.000,1.0,ca4a0d8b-f7c9-7bd8-255c-a3dca5a2fdfc,2018-03-14 20:55:05.727,2018-03-14 20:55:05.727
429,2018-03-28 17:17:13.000,com.sec.android.app.shealth,UTC-0300,2018-03-28 17:15:13.000,5.0,caf8b530-9df6-7b04-a04a-2e2d961e8b23,2018-03-28 17:23:24.187,2018-03-28 17:23:24.109
430,2018-01-30 17:26:42.000,com.sec.android.app.shealth,UTC-0400,2018-01-30 17:24:46.000,9.0,cba04ce7-4a99-52d2-c5eb-b071820f3362,2018-01-30 17:26:43.175,2018-01-30 17:26:38.216
431,2018-02-02 20:29:19.000,com.sec.android.app.shealth,UTC-0400,2018-02-02 20:26:48.000,12.0,cc412a50-e875-1a23-a558-6610d0c64cc0,2018-02-02 20:29:47.057,2018-02-02 20:29:46.865
432,2018-04-12 19:29:13.000,com.sec.android.app.shealth,UTC-0300,2018-04-12 19:27:16.000,8.0,ce158299-8bdd-91e1-1326-2965f1e0c22e,2018-04-12 19:30:35.096,2018-04-12 19:28:33.061
433,2018-03-02 08:36:32.000,com.sec.android.app.shealth,UTC-0400,2018-03-02 08:36:10.000,2.0,ce6a0632-a812-72a1-56d6-008d58f645d1,2018-03-02 08:41:37.078,2018-03-02 08:41:37.062
434,2018-04-12 08:23:28.000,com.sec.android.app.shealth,UTC-0300,2018-04-12 08:21:48.000,9.0,ce96b9e1-96e3-616d-f8b1-18340a30913c,2018-04-12 08:24:15.789,2018-04-12 08:24:15.669
435,2018-05-01 18:10:45.000,com.sec.android.app.shealth,UTC-0300,2018-05-01 18:10:32.000,1.0,cebc012e-7eb2-3510-2dc8-32ff299bb939,2018-05-01 18:17:21.714,2018-05-01 18:17:21.714
436,2018-04-19 18:38:20.000,com.sec.android.app.shealth,UTC-0300,2018-04-19 18:37:56.000,1.0,cf1e1d0c-2f64-aefe-b186-88c0b5011863,2018-04-19 18:41:17.272,2018-04-19 18:41:17.258
437,2017-12-21 16:01:12.000,com.sec.android.app.shealth,UTC-0700,2017-12-21 16:00:19.000,2.0,cf3a635a-19a8-1693-7a62-1c2656314148,2017-12-21 16:03:36.005,2017-12-21 16:03:35.968
438,2018-01-22 08:06:39.000,com.sec.android.app.shealth,UTC-0400,2018-01-22 08:05:56.000,1.0,cf3dc404-55f5-5a4b-2cf5-a29757a6e69a,2018-01-22 08:06:58.818,2018-01-22 08:06:58.798
439,2018-02-14 21:06:28.000,com.sec.android.app.shealth,UTC-0400,2018-02-14 21:04:26.000,9.0,cfcfacd2-88ea-063c-e614-befb027f27e0,2018-02-14 21:07:25.056,2018-02-14 21:07:24.928
440,2018-03-14 20:10:10.000,com.sec.android.app.shealth,UTC-0300,2018-03-14 20:08:40.000,3.0,cfd5ba93-9f0a-8902-5b2b-39be89504703,2018-03-14 20:12:14.021,2018-03-14 20:12:13.977
441,2018-05-02 18:35:19.000,com.sec.android.app.shealth,UTC-0300,2018-05-02 18:34:53.000,1.0,d01e48ff-fbfc-1e85-6c5c-aba47d422045,2018-05-02 18:46:25.762,2018-05-02 18:46:25.736
442,2018-03-05 18:43:06.000,com.sec.android.app.shealth,UTC-0400,2018-03-05 18:41:34.000,9.0,d07b1a95-f61b-3f11-ab6e-61b9cd1b56d3,2018-03-05 18:48:12.789,2018-03-05 18:48:12.648
443,2017-12-24 16:16:51.000,com.sec.android.app.shealth,UTC-0700,2017-12-24 16:16:21.000,1.0,d33b54ba-574b-f8cc-d41b-4af3856f8aa3,2017-12-24 16:19:09.957,2017-12-24 16:19:09.930
444,2018-02-28 08:02:46.000,com.sec.android.app.shealth,UTC-0400,2018-02-28 08:02:33.000,1.0,d58c0be8-3334-ab41-b448-671842507f59,2018-02-28 08:04:15.698,2018-02-28 08:04:15.698
445,2018-01-25 06:24:53.000,com.sec.android.app.shealth,UTC-0400,2018-01-25 06:23:09.000,5.0,d61b26ec-1a7f-f359-20f1-68b22195cd45,2018-01-25 06:25:31.864,2018-01-25 06:25:31.748
446,2018-03-16 20:03:08.000,com.sec.android.app.shealth,UTC-0300,2018-03-16 20:01:37.000,3.0,d626e6be-0e9c-98cc-5c59-4f01ef7f3225,2018-03-16 20:07:44.709,2018-03-16 20:07:44.664
447,2018-03-12 09:03:21.000,com.sec.android.app.shealth,UTC-0300,2018-03-12 09:03:02.000,1.0,d796b3a6-e53e-1576-aeae-748b319bfcc6,2018-03-12 10:57:17.734,2018-03-12 10:57:17.733
448,2018-02-19 16:27:38.000,com.sec.android.app.shealth,UTC-0400,2018-02-19 16:25:14.000,8.0,d8eb3fda-0dc6-274b-0e1c-19baef6930e9,2018-02-19 16:27:40.173,2018-02-19 16:26:07.604
449,2018-02-15 15:01:50.000,com.sec.android.app.shealth,UTC-0400,2018-02-15 14:59:27.000,12.0,d937fffa-8122-d2dd-d8a7-91915a481771,2018-02-15 15:03:45.137,2018-02-15 15:03:44.942
450,2018-05-02 19:25:27.000,com.sec.android.app.shealth,UTC-0300,2018-05-02 19:25:16.000,1.0,d94b79e5-b289-809b-21af-ad00ee135c35,2018-05-02 19:39:53.118,2018-05-02 19:39:53.117
451,2018-05-02 07:52:55.000,com.sec.android.app.shealth,UTC-0300,2018-05-02 07:52:40.000,1.0,d94efbf3-c7ac-cbe9-adf5-5ad4ef2f46e7,2018-05-02 07:56:11.619,2018-05-02 07:56:11.594
452,2018-02-07 08:04:04.000,com.sec.android.app.shealth,UTC-0400,2018-02-07 08:03:43.000,1.0,da93555c-296b-b6f9-9dca-0ecadeff110f,2018-02-07 08:06:36.901,2018-02-07 08:06:36.899
453,2018-01-28 08:33:25.000,com.sec.android.app.shealth,UTC-0400,2018-01-28 08:31:46.000,9.0,db53b96e-6b6c-0692-fa23-ee9ea2eee233,2018-01-28 08:33:27.277,2018-01-28 08:32:15.974
454,2018-01-18 18:32:37.000,com.sec.android.app.shealth,UTC-0400,2018-01-18 18:29:50.000,4.0,db544641-c2c7-1dc6-6e8b-67951b25b045,2018-01-18 18:35:11.594,2018-01-18 18:35:11.531
455,2018-03-02 16:32:51.000,com.sec.android.app.shealth,UTC-0400,2018-03-02 16:32:29.000,2.0,dbb2085c-ee35-c5dd-b335-f69b4d0c250e,2018-03-02 16:50:11.938,2018-03-02 16:50:11.909
456,2018-01-19 16:43:07.000,com.sec.android.app.shealth,UTC-0400,2018-01-19 16:41:14.000,9.0,dd2507bb-290a-a8ae-2c79-97bdc549e571,2018-01-19 17:18:40.682,2018-01-19 16:42:49.589
457,2018-01-29 08:06:48.000,com.sec.android.app.shealth,UTC-0400,2018-01-29 08:05:24.000,2.0,ddbc1b70-d5df-04bd-8ab5-087c95b7d4d4,2018-01-29 08:08:28.133,2018-01-29 08:08:28.112
458,2017-12-25 14:56:24.000,com.sec.android.app.shealth,UTC-0700,2017-12-25 14:54:34.000,5.0,dddd3f80-77ad-e252-6954-cc28671f0cb2,2017-12-25 14:56:35.009,2017-12-25 14:56:34.919
459,2018-02-04 19:37:49.000,com.sec.android.app.shealth,UTC-0400,2018-02-04 19:37:25.000,1.0,ddf4cb04-6cdb-8558-8e5e-6e8d5e2ed1d3,2018-02-04 19:38:30.917,2018-02-04 19:38:30.893
460,2018-01-01 00:05:28.000,com.sec.android.app.shealth,UTC-0700,2018-01-01 00:05:20.000,1.0,dea361b2-40f7-078c-4a05-d55955f7369d,2018-01-01 00:10:56.889,2018-01-01 00:10:56.889
461,2018-04-02 08:36:33.000,com.sec.android.app.shealth,UTC-0300,2018-04-02 08:36:20.000,1.0,deafb036-d289-b895-69f0-eb57fac1c2b2,2018-04-02 08:38:27.866,2018-04-02 08:38:27.848
462,2018-01-29 08:08:25.000,com.sec.android.app.shealth,UTC-0400,2018-01-29 08:08:06.000,1.0,dede93f8-d333-edc4-75e8-86b860ce88e1,2018-01-29 08:08:28.165,2018-01-29 08:08:28.147
463,2018-04-04 18:40:13.000,com.sec.android.app.shealth,UTC-0300,2018-04-04 18:39:55.000,1.0,df63ac7b-5e67-213c-6a41-3214e357a0ca,2018-04-04 19:05:49.815,2018-04-04 19:05:49.814
464,2018-04-02 16:38:45.000,com.sec.android.app.shealth,UTC-0300,2018-04-02 16:38:17.000,1.0,e01356f6-b93d-f7aa-faf8-45ceb54b0167,2018-04-02 16:53:42.993,2018-04-02 16:53:42.980
465,2018-03-27 08:12:40.000,com.sec.android.app.shealth,UTC-0300,2018-03-27 08:12:01.000,1.0,e05c8d4d-d536-7848-ec87-62dbe923a635,2018-03-27 08:15:14.703,2018-03-27 08:15:14.679
466,2017-12-27 22:57:13.000,com.sec.android.app.shealth,UTC-0700,2017-12-27 22:56:52.000,1.0,e06b7a5c-974d-b8e9-59f8-06f71435d16f,2017-12-27 23:41:39.984,2017-12-27 23:41:39.964
467,2017-12-27 13:56:53.000,com.sec.android.app.shealth,UTC-0700,2017-12-27 13:56:38.000,1.0,e0c51006-8494-f4b2-56ea-5caef2816517,2017-12-27 14:29:32.107,2017-12-27 14:29:32.106
468,2018-04-12 19:12:25.000,com.sec.android.app.shealth,UTC-0300,2018-04-12 19:11:24.000,3.0,e0c969cb-a724-ccb4-f0e4-8dc901b992b1,2018-04-12 19:28:33.046,2018-04-12 19:11:50.490
469,2017-12-26 13:46:58.000,com.sec.android.app.shealth,UTC-0700,2017-12-26 13:46:38.000,1.0,e0fc5fce-ca60-9aec-e7a1-1aeb57ad3ccc,2017-12-26 13:48:33.978,2017-12-26 13:48:33.922
470,2018-01-18 09:16:59.000,com.sec.android.app.shealth,UTC-0400,2018-01-18 09:16:41.000,1.0,e1583b17-ac53-6ab1-ca06-fc1b82463245,2018-01-18 09:20:31.048,2018-01-18 09:20:31.033
471,2018-01-14 17:45:26.000,com.sec.android.app.shealth,UTC-0400,2018-01-14 17:45:13.000,1.0,e1c7b585-e892-b717-2060-ebb2a841d777,2018-01-14 17:51:31.546,2018-01-14 17:51:31.520
472,2018-03-16 07:58:52.000,com.sec.android.app.shealth,UTC-0300,2018-03-16 07:57:07.000,3.0,e253b913-e7e5-564e-94e7-59bb3d85392c,2018-03-16 07:58:51.829,2018-03-16 07:58:42.906
473,2018-01-27 10:24:44.000,com.sec.android.app.shealth,UTC-0400,2018-01-27 10:23:19.000,7.0,e2d33350-138b-bc67-cdf6-1b1e711028c2,2018-01-27 10:24:47.147,2018-01-27 10:24:47.038
474,2018-03-19 11:46:42.000,com.sec.android.app.shealth,UTC-0300,2018-03-19 11:46:34.000,1.0,e3327a48-9c40-a41e-398e-db531d8fc7fc,2018-03-19 12:26:01.706,2018-03-19 12:26:01.676
475,2018-04-11 08:13:15.000,com.sec.android.app.shealth,UTC-0300,2018-04-11 08:12:47.000,1.0,e400bf12-d0a1-c8d9-022d-6a8ff36e9f32,2018-04-11 08:17:26.692,2018-04-11 08:17:26.692
476,2017-12-24 11:58:06.000,com.sec.android.app.shealth,UTC-0700,2017-12-24 11:57:45.000,1.0,e40f3270-b361-cb75-ba1b-20fe6a5326cf,2017-12-24 12:13:34.089,2017-12-24 12:13:34.077
477,2018-02-16 21:06:53.000,com.sec.android.app.shealth,UTC-0400,2018-02-16 21:05:04.000,9.0,e418c34f-6e11-7218-d0f6-5fe36b26cb75,2018-02-16 21:06:54.948,2018-02-16 21:06:54.816
478,2018-04-17 09:16:53.000,com.sec.android.app.shealth,UTC-0300,2018-04-17 09:16:46.000,1.0,e48ea11a-d1b0-161b-b09c-131ef95f4c06,2018-04-17 09:24:52.057,2018-04-17 09:24:52.057
479,2018-05-02 08:42:28.000,com.sec.android.app.shealth,UTC-0300,2018-05-02 08:42:15.000,1.0,e4c884ab-eff3-d1bb-e518-c2aae50809a8,2018-05-02 08:49:48.489,2018-05-02 08:49:48.475
480,2017-12-30 14:46:56.000,com.sec.android.app.shealth,UTC-0700,2017-12-30 14:45:40.000,2.0,e4f68642-59b5-596a-0b62-1079b667e4ce,2017-12-30 14:53:16.128,2017-12-30 14:53:16.086
481,2017-12-20 15:44:42.000,com.sec.android.app.shealth,UTC-0700,2017-12-20 15:44:08.000,1.0,e4f8231a-d3a4-8adc-f6b4-5982918836f2,2017-12-20 15:51:20.504,2017-12-20 15:51:20.494
482,2018-02-05 18:39:00.000,com.sec.android.app.shealth,UTC-0400,2018-02-05 18:37:04.000,5.0,e5925a23-3dc0-eee8-8001-4ffb04ca5421,2018-02-05 18:49:28.276,2018-02-05 18:49:28.206
483,2018-04-10 15:47:57.000,com.sec.android.app.shealth,UTC-0300,2018-04-10 15:47:43.000,1.0,e6bc9b2c-bf3b-4e0e-3cd8-39960a73b653,2018-04-10 15:47:58.847,2018-04-10 15:47:58.835
484,2018-03-07 17:15:11.000,com.sec.android.app.shealth,UTC-0400,2018-03-07 17:14:43.000,1.0,e6e7f1a7-10d7-8ad2-eda3-7f791a6392e8,2018-03-07 17:21:34.947,2018-03-07 17:21:34.919
485,2018-01-24 16:40:49.000,com.sec.android.app.shealth,UTC-0400,2018-01-24 16:40:29.000,1.0,e70548ac-e1ec-42bb-b255-3a37058afa8b,2018-01-24 16:42:54.954,2018-01-24 16:42:54.953
486,2018-02-13 18:02:14.000,com.sec.android.app.shealth,UTC-0400,2018-02-13 18:01:55.000,1.0,e73a690d-14cb-5bc3-45d9-d1eff467766c,2018-02-13 18:15:28.765,2018-02-13 18:15:28.736
487,2018-04-19 08:45:13.000,com.sec.android.app.shealth,UTC-0300,2018-04-19 08:44:54.000,1.0,e740d0dc-f7bd-3c66-34ca-391f68c211a9,2018-04-19 08:49:55.905,2018-04-19 08:49:55.887
488,2018-03-05 07:46:11.000,com.sec.android.app.shealth,UTC-0400,2018-03-05 07:45:52.000,1.0,e8e71126-fc94-9bf2-7124-2b52780ea725,2018-03-05 07:48:14.780,2018-03-05 07:48:14.754
489,2018-02-07 16:25:25.000,com.sec.android.app.shealth,UTC-0400,2018-02-07 16:25:15.000,1.0,e9681c40-403a-91eb-fa8a-2e28b7372fe9,2018-02-07 16:26:29.891,2018-02-07 16:26:29.891
490,2017-12-20 19:36:39.000,com.sec.android.app.shealth,UTC-0700,2017-12-20 19:36:31.000,1.0,e9d40df8-6440-479e-dc66-3e573b4cf2ee,2017-12-20 19:50:38.239,2017-12-20 19:50:38.238
491,2018-02-14 20:09:26.000,com.sec.android.app.shealth,UTC-0400,2018-02-14 20:09:05.000,1.0,e9d7f89e-17e0-8ea5-dbcb-ed18f8276aae,2018-02-14 20:09:53.023,2018-02-14 20:09:53.007
492,2018-04-11 19:11:42.000,com.sec.android.app.shealth,UTC-0300,2018-04-11 19:11:22.000,1.0,ea768bec-eb7a-b04c-2126-e8304ba0bfed,2018-04-11 19:30:07.909,2018-04-11 19:30:07.888
493,2018-01-31 08:11:22.000,com.sec.android.app.shealth,UTC-0400,2018-01-31 08:11:05.000,1.0,eac8d9b4-dcff-fb78-71a6-c4d93875359f,2018-01-31 08:11:22.912,2018-01-31 08:11:17.909
494,2018-03-20 18:24:13.000,com.sec.android.app.shealth,UTC-0300,2018-03-20 18:23:48.000,1.0,eaefc2cc-0e0b-0e2d-c0f2-a1952d0b61bb,2018-03-20 18:24:29.899,2018-03-20 18:24:29.879
495,2018-01-16 09:36:51.000,com.sec.android.app.shealth,UTC-0400,2018-01-16 09:35:55.000,2.0,eb096bca-73a7-27ad-4dc1-b5473b9b45c9,2018-01-16 09:53:26.239,2018-01-16 09:53:26.177
496,2018-04-26 07:45:50.000,com.sec.android.app.shealth,UTC-0300,2018-04-26 07:45:32.000,1.0,eb09ad8a-67ec-da00-801a-b1543488f2ba,2018-04-26 07:47:06.681,2018-04-26 07:47:06.664
497,2018-03-12 07:48:12.000,com.sec.android.app.shealth,UTC-0300,2018-03-12 07:46:09.000,2.0,ec43f77b-6bd3-628e-5575-d04380d2d024,2018-03-12 07:51:11.730,2018-03-12 07:51:11.683
498,2018-01-11 18:40:10.000,com.sec.android.app.shealth,UTC-0400,2018-01-11 18:39:49.000,1.0,ed5ed64b-2ae6-96d8-b62d-34b650684602,2018-01-11 18:52:26.844,2018-01-11 18:52:26.842
499,2018-02-12 18:36:35.000,com.sec.android.app.shealth,UTC-0400,2018-02-12 18:35:45.000,2.0,ed809de7-66db-1346-162d-d23bbcc0e83b,2018-02-12 18:41:55.785,2018-02-12 18:41:55.772
500,2018-03-08 18:31:34.000,com.sec.android.app.shealth,UTC-0400,2018-03-08 18:31:03.000,1.0,ee00fbe9-a1b1-51a6-ea70-8c1d2ecc604b,2018-03-08 18:34:22.163,2018-03-08 18:34:22.138
501,2018-04-17 17:13:45.000,com.sec.android.app.shealth,UTC-0300,2018-04-17 17:13:33.000,1.0,ee386476-5768-e5e8-62cc-ce9cbd80efc2,2018-04-17 17:27:57.188,2018-04-17 17:27:57.186
502,2018-01-22 08:07:54.000,com.sec.android.app.shealth,UTC-0400,2018-01-22 08:07:43.000,1.0,ee598bf7-1043-5868-ac7f-a31726a37719,2018-01-22 08:08:35.786,2018-01-22 08:08:35.764
503,2018-01-29 17:21:16.000,com.sec.android.app.shealth,UTC-0400,2018-01-29 17:21:06.000,1.0,eeb17e16-406f-7b85-afca-d99b3d099ac2,2018-01-29 17:28:11.041,2018-01-29 17:28:11.040
504,2018-02-26 17:12:46.000,com.sec.android.app.shealth,UTC-0400,2018-02-26 17:12:20.000,1.0,ef299550-d851-0b5e-5a47-aef1a0d483f4,2018-02-26 17:19:53.563,2018-02-26 17:19:53.562
505,2018-01-22 09:01:13.000,com.sec.android.app.shealth,UTC-0400,2018-01-22 09:01:05.000,2.0,efb66e2f-4c14-010c-6ffd-4fa962329a85,2018-01-22 09:07:54.997,2018-01-22 09:07:54.968
506,2018-04-07 18:56:05.000,com.sec.android.app.shealth,UTC-0300,2018-04-07 18:55:55.000,1.0,f026d8a5-08a7-3e6f-4aca-1ff6c1b4a70f,2018-04-07 19:01:59.263,2018-04-07 19:01:59.262
507,2018-04-30 07:38:52.000,com.sec.android.app.shealth,UTC-0300,2018-04-30 07:38:25.000,1.0,f08a6a71-3823-579b-a0ed-ff7284895fdc,2018-04-30 07:43:57.476,2018-04-30 07:43:57.475
508,2018-05-02 08:35:18.000,com.sec.android.app.shealth,UTC-0300,2018-05-02 08:35:06.000,1.0,f133a106-1db6-cdd1-4236-49f945694d6a,2018-05-02 08:49:48.456,2018-05-02 08:49:48.456
509,2018-01-04 17:36:36.000,com.sec.android.app.shealth,UTC-0400,2018-01-04 17:35:29.000,2.0,f1387b3a-654b-027a-e43b-44600e6fa337,2018-01-04 17:42:37.058,2018-01-04 17:42:37.007
510,2018-03-11 16:46:35.000,com.sec.android.app.shealth,UTC-0300,2018-03-11 16:46:03.000,1.0,f156b72c-f0e9-ecca-5ac8-20d226bcb5a5,2018-03-11 18:07:36.887,2018-03-11 18:07:36.873
511,2017-12-19 17:58:52.000,com.sec.android.app.shealth,UTC-0400,2017-12-19 17:58:27.000,1.0,f1b4e1b8-2e43-c387-cdab-76b17be0031f,2017-12-19 18:00:55.779,2017-12-19 18:00:55.767
512,2018-01-16 08:06:50.000,com.sec.android.app.shealth,UTC-0400,2018-01-16 08:06:00.000,2.0,f1d263cf-012e-f242-1127-016f29c6dc69,2018-01-16 08:12:14.093,2018-01-16 08:12:14.054
513,2018-01-16 18:33:47.000,com.sec.android.app.shealth,UTC-0400,2018-01-16 18:33:35.000,1.0,f22f946b-b3fc-3492-179b-bf06d94b953e,2018-01-16 18:43:58.856,2018-01-16 18:43:58.856
514,2018-03-27 17:25:48.000,com.sec.android.app.shealth,UTC-0300,2018-03-27 17:25:29.000,1.0,f2581cab-a3a0-121c-3bec-331b6f8c9783,2018-03-27 17:32:09.122,2018-03-27 17:32:09.105
515,2018-02-13 07:46:28.000,com.sec.android.app.shealth,UTC-0400,2018-02-13 07:45:16.000,3.0,f3c87e5d-1bbb-6700-b026-e2fecb9a8abb,2018-02-13 07:46:28.721,2018-02-13 07:46:16.940
516,2018-04-25 16:44:17.000,com.sec.android.app.shealth,UTC-0300,2018-04-25 16:44:08.000,1.0,f4309dbc-fac6-214a-b042-6f9c80941970,2018-04-25 16:50:28.225,2018-04-25 16:50:28.224
517,2018-04-30 07:41:11.000,com.sec.android.app.shealth,UTC-0300,2018-04-30 07:40:00.000,2.0,f5b1a35f-0b73-2111-f734-f8974d59f6db,2018-04-30 07:43:57.527,2018-04-30 07:43:57.491
518,2018-03-28 08:12:37.000,com.sec.android.app.shealth,UTC-0300,2018-03-28 08:12:16.000,1.0,f654095a-2355-b5ba-bcc7-b3d98999b65e,2018-03-28 08:13:24.653,2018-03-28 08:13:24.631
519,2018-03-24 09:07:20.000,com.sec.android.app.shealth,UTC-0300,2018-03-24 09:06:59.000,1.0,f7729dde-ec0f-6d2d-5be2-e445103da230,2018-03-24 09:29:27.772,2018-03-24 09:29:27.751
520,2017-12-29 01:11:43.000,com.sec.android.app.shealth,UTC-0700,2017-12-29 01:11:20.000,1.0,f7969d38-e1a7-2829-8417-c0df8333f88e,2017-12-29 01:30:17.689,2017-12-29 01:30:17.669
521,2018-03-05 17:53:47.000,com.sec.android.app.shealth,UTC-0400,2018-03-05 17:53:21.000,1.0,f7a34366-4acd-35aa-9613-01599e4545a4,2018-03-05 17:54:12.108,2018-03-05 17:54:12.083
522,2017-12-23 11:55:36.000,com.sec.android.app.shealth,UTC-0700,2017-12-23 11:53:59.000,2.0,f7f3b011-02d5-18b7-37de-1d0b68d96810,2017-12-23 12:22:55.770,2017-12-23 12:22:55.747
523,2018-03-27 17:27:36.000,com.sec.android.app.shealth,UTC-0300,2018-03-27 17:27:25.000,1.0,f866d0a0-f5ab-eb69-c211-0ffb6fa0415d,2018-03-27 17:32:09.155,2018-03-27 17:32:09.138
524,2018-02-07 20:10:17.000,com.sec.android.app.shealth,UTC-0400,2018-02-07 20:09:15.000,3.0,f8cf37d1-c474-8063-34b9-ae821935bb16,2018-02-07 20:26:40.742,2018-02-07 20:26:40.680
525,2018-03-05 06:23:25.000,com.sec.android.app.shealth,UTC-0400,2018-03-05 06:22:17.000,6.0,f9292b73-2774-a8c9-bc19-7b816d026520,2018-03-05 06:24:34.041,2018-03-05 06:24:33.966
526,2017-12-21 14:25:38.000,com.sec.android.app.shealth,UTC-0700,2017-12-21 14:24:30.000,4.0,fa129446-79a6-bd93-4d9d-ad301eb9df19,2017-12-21 14:25:52.762,2017-12-21 14:24:57.606
527,2018-01-19 09:08:03.000,com.sec.android.app.shealth,UTC-0400,2018-01-19 09:07:45.000,1.0,fa1ee478-fff4-4a86-7711-914c8ac00826,2018-01-19 09:14:05.096,2018-01-19 09:14:05.065
528,2018-03-02 17:55:09.000,com.sec.android.app.shealth,UTC-0400,2018-03-02 17:54:43.000,1.0,fa296609-8126-6524-4d87-e74d0e48f678,2018-03-02 17:55:09.552,2018-03-02 17:55:01.037
529,2017-12-25 12:20:59.000,com.sec.android.app.shealth,UTC-0700,2017-12-25 12:19:59.000,2.0,fa3b9ff7-2235-f442-8857-c87283b94212,2017-12-25 12:22:30.901,2017-12-25 12:22:30.871
530,2018-04-05 08:49:15.000,com.sec.android.app.shealth,UTC-0300,2018-04-05 08:48:55.000,1.0,fa5f5954-9809-aeae-f3f9-dc660ac5399c,2018-04-05 08:49:23.928,2018-04-05 08:49:23.927
531,2018-03-08 06:31:50.000,com.sec.android.app.shealth,UTC-0400,2018-03-08 06:30:13.000,8.0,fab062b7-6d95-c95d-53d8-fd123d092613,2018-03-08 06:32:44.310,2018-03-08 06:32:44.165
532,2018-01-06 20:43:34.000,com.sec.android.app.shealth,UTC-0400,2018-01-06 20:42:04.000,7.0,fac71345-8950-c884-07cd-8ed314214a71,2018-01-06 20:47:24.110,2018-01-06 20:42:18.869
533,2018-01-03 15:04:48.000,com.sec.android.app.shealth,UTC-0400,2018-01-03 15:04:42.000,1.0,fb13099a-d574-bbd2-fd6d-4fbb5eb40223,2018-01-03 15:04:48.646,2018-01-03 15:04:48.645
534,2018-04-11 20:04:50.000,com.sec.android.app.shealth,UTC-0300,2018-04-11 20:04:20.000,1.0,fc892dfb-3b58-ab86-46a7-36af3b034284,2018-04-11 20:07:34.937,2018-04-11 20:07:34.919
535,2018-04-25 17:01:20.000,com.sec.android.app.shealth,UTC-0300,2018-04-25 17:00:50.000,2.0,fdd74344-c43f-43a8-08fa-8dfe2a33e657,2018-04-25 17:01:21.439,2018-04-25 17:01:16.891
536,2018-01-31 17:28:31.000,com.sec.android.app.shealth,UTC-0400,2018-01-31 17:28:25.000,1.0,fe001b0c-b35e-37f9-3895-f02e59669a3a,2018-01-31 17:30:31.781,2018-01-31 17:30:31.781
537,2018-03-17 14:18:36.000,com.sec.android.app.shealth,UTC-0300,2018-03-17 14:18:10.000,1.0,fea15fa3-b45d-3476-edb6-57dfb9ebca0a,2018-03-17 14:41:23.637,2018-03-17 14:41:23.619
538,2017-12-21 11:17:42.000,com.sec.android.app.shealth,UTC-0700,2017-12-21 11:17:15.000,1.0,ff33a971-03ca-738b-de01-581913f6f14d,2017-12-21 11:24:07.037,2017-12-21 11:24:07.036
539,2018-04-04 17:24:14.000,com.sec.android.app.shealth,UTC-0300,2018-04-04 17:24:02.000,1.0,ff5ca30b-7cb9-49c1-c454-fd50d6c023d0,2018-04-04 17:29:13.044,2018-04-04 17:29:13.043
540,2017-12-27 23:15:48.000,com.sec.android.app.shealth,UTC-0700,2017-12-27 23:15:08.000,2.0,ffe34f9f-53ac-35e0-c797-fd7a4c4d226f,2017-12-27 23:41:40.023,2017-12-27 23:41:39.997
