,end_time,start_time,count,calorie,update_time,speed,pkg_name,time_offset,distance,datauuid,create_time
35,2018-04-27 19:36:59.999,2018-04-27 19:36:00.000,36,1.45,2018-04-27 19:43:34.980,1.2777778,com.sec.android.app.shealth,UTC-0300,24.95,010b5422-d1aa-9e47-e190-6dbdf8f15765,2018-04-27 19:43:34.979
36,2018-03-31 11:47:59.999,2018-03-31 11:47:00.000,52,2.05,2018-03-31 11:50:43.966,0.8333333,com.sec.android.app.shealth,UTC-0300,29.5,0110673b-af84-e319-9169-f406bf90b532,2018-03-31 11:50:43.965
37,2018-04-16 20:21:59.999,2018-04-16 20:21:00.000,52,2.08,2018-04-16 20:27:06.803,1.1388888000000001,com.sec.android.app.shealth,UTC-0300,34.96,011e5652-3067-06a5-bc77-112236730b3f,2018-04-16 20:27:06.802
38,2018-04-19 19:27:00.000,2018-04-19 19:26:00.000,107,4.99,2018-04-19 19:34:43.298,1.7222221999999998,com.sec.android.app.shealth,UTC-0300,85.23,012244a4-8afc-4a2b-a4b3-821ca1ab8a5d,2018-04-19 19:34:43.298
39,2018-04-11 22:38:59.999,2018-04-11 22:38:00.000,57,2.34,2018-04-11 22:55:01.235,1.25,com.sec.android.app.shealth,UTC-0300,42.28,012c8df3-3197-d321-f771-c055447fed02,2018-04-11 22:55:01.234
40,2018-04-16 10:35:00.000,2018-04-16 10:34:00.000,95,3.85,2018-04-16 10:35:01.181,1.5277778,com.sec.android.app.shealth,UTC-0300,74.85,0130da5b-cc31-4c02-9e77-6ed2232ea666,2018-04-16 10:35:01.181
41,2018-04-25 17:57:00.000,2018-04-25 17:56:00.000,101,4.07,2018-04-25 17:58:18.178,1.3888888000000001,com.sec.android.app.shealth,UTC-0300,78.32,0130dd4a-64ff-4af0-b51a-9b966b4029cc,2018-04-25 17:58:18.178
42,2018-04-23 10:54:59.999,2018-04-23 10:54:00.000,113,4.67,2018-04-23 10:55:00.363,1.5277778,com.sec.android.app.shealth,UTC-0300,90.4,0132d0c5-dec5-88f7-c59e-e69fe7fe9d08,2018-04-23 10:55:00.363
43,2018-04-28 14:28:59.999,2018-04-28 14:28:00.000,37,1.49,2018-04-28 14:29:43.824,1.4576813,com.sec.android.app.shealth,UTC-0300,25.951999999999998,0132dd5a-df15-326b-1ba2-c0ea8344597a,2018-04-28 14:28:29.908
44,2018-04-26 11:53:00.000,2018-04-26 11:52:00.000,49,2.07,2018-04-26 11:52:49.346,1.6666666,com.sec.android.app.shealth,UTC-0300,39.32,0135169a-e5c0-4edc-b02c-beec9cd06f68,2018-04-26 11:52:49.346
45,2018-04-28 15:00:00.000,2018-04-28 14:59:00.000,20,0.86,2018-04-28 15:05:23.600,1.9166666,com.sec.android.app.shealth,UTC-0300,16.35,013a0b41-839c-4856-9d29-3829b1f1e6b4,2018-04-28 15:05:23.600
46,2018-04-21 14:19:59.999,2018-04-21 14:19:00.000,13,0.55,2018-04-21 14:25:28.008,1.6666666,com.sec.android.app.shealth,UTC-0300,10.68,013bcee3-6d69-f644-e588-b25b7e7e7a75,2018-04-21 14:25:28.008
47,2018-04-02 21:06:59.999,2018-04-02 21:06:00.000,17,0.71,2018-04-02 21:15:01.249,1.75,com.sec.android.app.shealth,UTC-0300,13.14,013d7d8d-3a0e-aa9c-4960-917209039e81,2018-04-02 21:15:01.248
48,2018-04-21 16:02:59.999,2018-04-21 16:02:00.000,31,1.35,2018-04-21 16:02:27.651,1.8712950000000002,com.sec.android.app.shealth,UTC-0300,25.725,013fa86b-0714-8652-3b15-8c50ec30b471,2018-04-21 16:02:25.918
49,2018-04-12 19:31:00.000,2018-04-12 19:30:00.000,9,0.38,2018-04-12 19:35:01.805,2.1666667,com.sec.android.app.shealth,UTC-0300,8.08,014a0f99-6591-4bc1-b64c-af160016efbd,2018-04-12 19:35:01.805
50,2018-04-30 08:25:00.000,2018-04-30 08:24:00.000,107,4.26,2018-04-30 08:29:22.460,1.3888888000000001,com.sec.android.app.shealth,UTC-0300,78.19,015104c3-fbd8-406a-b29e-ce94194e8aea,2018-04-30 08:29:22.460
51,2018-04-07 12:36:00.000,2018-04-07 12:35:00.000,35,1.46,2018-04-07 12:40:42.970,1.7777778000000002,com.sec.android.app.shealth,UTC-0300,28.42,0156adae-1700-4e4d-b9df-cfaa337aaaa8,2018-04-07 12:40:42.970
52,2018-04-18 12:11:59.999,2018-04-18 12:11:00.000,15,0.6,2018-04-18 12:15:00.247,1.5277778,com.sec.android.app.shealth,UTC-0300,9.75,015ad781-dcb5-c57f-d444-c240c4078605,2018-04-18 12:15:00.246
53,2018-04-26 12:38:00.000,2018-04-26 12:37:00.000,1,0.04,2018-04-26 12:37:00.425,1.5555556000000001,com.sec.android.app.shealth,UTC-0300,0.79,015c72e1-ed50-42ec-96c2-fc5b13a5530d,2018-04-26 12:37:00.425
54,2018-04-22 08:55:59.999,2018-04-22 08:55:00.000,106,4.56,2018-04-22 08:59:40.302,1.4722222,com.sec.android.app.shealth,UTC-0300,82.05,015c88a6-0c5f-6205-f4b9-2e594f570cf1,2018-04-22 08:59:40.301
55,2018-04-19 19:36:00.000,2018-04-19 19:35:00.000,87,3.5199995000000004,2018-04-19 19:37:34.209,1.387869,com.sec.android.app.shealth,UTC-0300,67.19,01661647-fd9d-418a-93c6-95d00ebee27b,2018-04-19 19:35:16.274
56,2018-04-02 15:39:59.999,2018-04-02 15:39:00.000,79,3.74,2018-04-02 15:42:19.565,1.5833334,com.sec.android.app.shealth,UTC-0300,64.44,01725af3-9dd2-bafd-0e81-f98f90d1f7dc,2018-04-02 15:42:19.565
57,2018-04-07 08:22:59.999,2018-04-07 08:22:00.000,27,1.06,2018-04-07 08:26:33.059,1.0833334,com.sec.android.app.shealth,UTC-0300,15.99,017dbc3a-0042-ccdb-1b20-c973f1215517,2018-04-07 08:26:33.058
58,2018-04-14 16:45:00.000,2018-04-14 16:44:00.000,20,0.86,2018-04-14 16:55:01.381,1.5555556000000001,com.sec.android.app.shealth,UTC-0300,16.09,0181b32d-5ad7-4f4f-99a7-c8db32c20999,2018-04-14 16:55:01.381
59,2018-04-11 12:52:59.999,2018-04-11 12:52:00.000,46,1.78,2018-04-11 12:55:01.208,1.1948318000000002,com.sec.android.app.shealth,UTC-0300,30.252,0185f30a-ae23-da2b-4be1-8f5cb95f2e37,2018-04-11 12:52:06.148
60,2018-04-19 19:54:59.999,2018-04-19 19:54:00.000,22,0.92,2018-04-19 19:55:01.197,1.8055556000000001,com.sec.android.app.shealth,UTC-0300,16.33,0189dd41-a306-5dd7-46f8-e605f7a0ec62,2018-04-19 19:55:01.196
61,2018-04-02 12:32:59.999,2018-04-02 12:32:00.000,92,3.72,2018-04-02 12:35:00.328,1.1666666,com.sec.android.app.shealth,UTC-0300,62.21,0189e064-abb9-c594-f2f4-c0d664e34cac,2018-04-02 12:35:00.327
62,2018-04-05 20:25:59.999,2018-04-05 20:25:00.000,104,4.16,2018-04-05 20:35:01.286,1.0555556000000001,com.sec.android.app.shealth,UTC-0300,65.07,018c9485-8a9d-2b69-c3a2-b7cd8e763582,2018-04-05 20:35:01.286
63,2018-04-15 15:55:59.999,2018-04-15 15:55:00.000,51,2.03,2018-04-15 16:10:03.833,1.5802735,com.sec.android.app.shealth,UTC-0300,39.529,01971e0e-6799-3f54-4a90-1385b63162c7,2018-04-15 15:55:01.447
64,2018-04-27 08:51:59.999,2018-04-27 08:51:00.000,109,4.71,2018-04-27 08:54:49.592,1.4166666,com.sec.android.app.shealth,UTC-0300,84.35,019775d3-5235-f203-e83b-790ece06114b,2018-04-27 08:54:49.591
65,2018-04-28 18:17:59.999,2018-04-28 18:17:00.000,18,0.73,2018-04-28 18:35:01.230,1.1944443999999999,com.sec.android.app.shealth,UTC-0300,12.04,01998151-e3e2-d615-6470-39ce1f4ed16a,2018-04-28 18:35:01.224
66,2018-04-08 17:05:59.999,2018-04-08 17:05:00.000,16,0.68,2018-04-08 17:15:01.291,1.4722222,com.sec.android.app.shealth,UTC-0300,12.26,019d4adc-fb0b-70ab-69ad-a0d15055c0f0,2018-04-08 17:15:01.290
67,2018-04-18 10:50:59.999,2018-04-18 10:50:00.000,29,1.41,2018-04-18 10:55:00.231,1.2777778,com.sec.android.app.shealth,UTC-0300,21.61,019dcf93-1d1f-45f4-9edd-dc60d6e38978,2018-04-18 10:55:00.230
68,2018-04-08 12:31:59.999,2018-04-08 12:31:00.000,15,0.57,2018-04-08 12:35:01.343,0.6944444000000001,com.sec.android.app.shealth,UTC-0300,7.63,01a1ff23-844e-7cd5-37aa-062b9bc1052e,2018-04-08 12:35:01.342
69,2018-03-31 14:30:59.999,2018-03-31 14:30:00.000,33,1.28,2018-03-31 14:34:59.210,1.0,com.sec.android.app.shealth,UTC-0300,20.08,01b1fca2-737a-d058-9760-909c75af1b3a,2018-03-31 14:34:59.210
70,2018-04-22 13:03:00.000,2018-04-22 13:02:00.000,33,1.5799999,2018-04-22 13:15:01.148,1.8096641,com.sec.android.app.shealth,UTC-0300,27.73,01b25946-ff41-4d69-ac4c-8c0edb5f1d45,2018-04-22 13:02:14.858
71,2018-04-20 17:56:00.000,2018-04-20 17:55:00.000,82,3.37,2018-04-20 18:00:19.238,1.6942182000000001,com.sec.android.app.shealth,UTC-0300,65.68,01b5e998-ccf4-4c3b-ae2a-46fee5d1d775,2018-04-20 17:55:08.420
72,2018-04-22 15:47:00.000,2018-04-22 15:46:00.000,9,0.39,2018-04-22 15:55:00.520,1.7777778000000002,com.sec.android.app.shealth,UTC-0300,7.07,01b6cf12-9b4a-40da-8feb-f97d90f56d5c,2018-04-22 15:55:00.520
73,2018-04-07 15:02:00.000,2018-04-07 15:01:00.000,56,2.36,2018-04-07 15:02:55.574,1.4722222,com.sec.android.app.shealth,UTC-0300,44.01,01b9af24-baf9-4085-88df-e54abeadaa6c,2018-04-07 15:02:55.574
74,2018-04-07 12:18:59.999,2018-04-07 12:18:00.000,13,0.54,2018-04-07 12:28:00.598,1.6388888,com.sec.android.app.shealth,UTC-0300,10.64,01c58615-594d-6505-01da-f7be03681f21,2018-04-07 12:28:00.598
75,2018-04-16 16:13:00.000,2018-04-16 16:12:00.000,86,3.68,2018-04-16 16:15:01.359,1.6666666,com.sec.android.app.shealth,UTC-0300,67.29,01ca83d0-55c7-4354-9b34-23307eeb2474,2018-04-16 16:15:01.359
76,2018-04-30 12:14:59.999,2018-04-30 12:14:00.000,51,2.06,2018-04-30 12:15:00.397,1.1944443999999999,com.sec.android.app.shealth,UTC-0300,32.58,01d02d2a-dfe3-c430-d9c8-ac244f534bed,2018-04-30 12:15:00.396
77,2018-04-17 07:49:00.000,2018-04-17 07:48:00.000,2,0.08,2018-04-17 07:55:00.106,1.3333334,com.sec.android.app.shealth,UTC-0300,1.54,01d45c6b-02a1-462f-a184-e769000dc1b2,2018-04-17 07:55:00.106
78,2018-04-20 07:06:59.999,2018-04-20 07:06:00.000,49,2.01,2018-04-20 07:15:01.267,1.3055556000000001,com.sec.android.app.shealth,UTC-0300,35.68,01d961e1-5e47-1c81-9164-a7ca1f192f9c,2018-04-20 07:15:01.267
79,2018-04-22 18:36:00.000,2018-04-22 18:35:00.000,101,4.04,2018-04-22 18:39:10.200,1.3611111999999999,com.sec.android.app.shealth,UTC-0300,77.92,01db37ef-8f38-491c-9f3e-4a6f6ab0e75b,2018-04-22 18:39:10.200
80,2018-04-05 08:51:59.999,2018-04-05 08:51:00.000,23,0.87,2018-04-05 08:55:00.251,1.2777778,com.sec.android.app.shealth,UTC-0300,14.23,01e041f9-3668-6873-2271-464777ba547b,2018-04-05 08:55:00.251
81,2018-04-18 07:03:59.999,2018-04-18 07:03:00.000,75,3.04,2018-04-18 07:13:26.618,1.2536777,com.sec.android.app.shealth,UTC-0300,52.068999999999996,01e0f567-727a-ca6b-e2e7-ab0a3e8f12b5,2018-04-18 07:03:20.905
82,2018-04-07 07:41:59.999,2018-04-07 07:41:00.000,37,1.58,2018-04-07 07:41:51.517,1.6715916000000002,com.sec.android.app.shealth,UTC-0300,28.94,01e4bf09-7ed1-ceaa-cf86-73ccc4e60160,2018-04-07 07:41:16.929
83,2018-04-21 13:46:00.000,2018-04-21 13:45:00.000,29,1.25,2018-04-21 13:46:36.684,1.3055556000000001,com.sec.android.app.shealth,UTC-0300,21.97,01e63180-8dcc-4b72-8b1c-2650ccdf18b1,2018-04-21 13:46:36.684
84,2018-04-27 10:58:00.000,2018-04-27 10:57:00.000,62,2.58,2018-04-27 11:01:45.561,1.8333334,com.sec.android.app.shealth,UTC-0300,50.42,01e8e7a3-938b-4bfd-899e-54f5507a47e9,2018-04-27 11:01:45.561
85,2018-04-05 07:39:59.999,2018-04-05 07:39:00.000,109,4.69,2018-04-05 07:47:27.365,1.5833334,com.sec.android.app.shealth,UTC-0300,87.61,01eb5d37-8ccb-182c-4b4a-1828337f9276,2018-04-05 07:47:27.365
86,2018-04-07 21:00:59.999,2018-04-07 21:00:00.000,1,0.04,2018-04-07 21:15:01.243,1.1111111999999999,com.sec.android.app.shealth,UTC-0300,0.64,01ebd432-c424-ba82-dcad-5618f483a09d,2018-04-07 21:15:01.242
87,2018-04-21 14:10:00.000,2018-04-21 14:09:00.000,7,0.32,2018-04-21 14:13:57.119,2.1666667,com.sec.android.app.shealth,UTC-0300,5.14,01ef95a4-5eea-4b48-b197-150560f47c70,2018-04-21 14:13:57.119
88,2018-04-07 17:41:00.000,2018-04-07 17:40:00.000,86,5.17,2018-04-07 17:41:05.009,2.0833334999999997,com.sec.android.app.shealth,UTC-0300,81.31,0202433a-a8a3-4a08-8f94-b905ad6cb502,2018-04-07 17:41:05.009
89,2018-04-22 10:29:59.999,2018-04-22 10:29:00.000,36,1.45,2018-04-22 10:35:01.264,1.1388888000000001,com.sec.android.app.shealth,UTC-0300,23.06,020dbe5b-639b-ce4e-8007-42a20180a7a5,2018-04-22 10:35:01.264
90,2018-04-09 12:49:59.999,2018-04-09 12:49:00.000,70,2.84,2018-04-09 12:54:59.256,1.3055556000000001,com.sec.android.app.shealth,UTC-0300,48.25,021d95b4-3379-8553-c18b-5e7b404df3df,2018-04-09 12:54:59.255
91,2018-04-05 08:24:00.000,2018-04-05 08:23:00.000,95,4.66,2018-04-05 08:27:58.238,2.027778,com.sec.android.app.shealth,UTC-0300,74.51,0229eada-713f-408e-91e2-4b7505d47747,2018-04-05 08:27:58.238
92,2018-04-15 07:37:59.999,2018-04-15 07:37:00.000,16,0.65,2018-04-15 07:41:20.396,1.5277778,com.sec.android.app.shealth,UTC-0300,11.57,02351f03-3442-f491-4878-9f8d64034cef,2018-04-15 07:41:20.395
93,2018-04-26 07:40:59.999,2018-04-26 07:40:00.000,113,4.52,2018-04-26 07:44:48.372,1.4444443999999999,com.sec.android.app.shealth,UTC-0300,58.89,023c4a40-362f-1673-89b7-354cdc6f7cd8,2018-04-26 07:44:48.371
94,2018-04-26 08:39:59.999,2018-04-26 08:39:00.000,89,4.18,2018-04-26 08:44:37.622,1.25,com.sec.android.app.shealth,UTC-0300,60.22,023d91cb-5115-70a5-52f0-0e47f9724d5b,2018-04-26 08:44:37.622
95,2018-04-05 08:23:59.999,2018-04-05 08:23:00.000,65,3.47,2018-04-05 08:33:09.663,2.0,com.sec.android.app.shealth,UTC-0300,47.57,024488b8-361b-73dd-6c9c-02034c45e82b,2018-04-05 08:33:09.662
96,2018-04-26 08:20:00.000,2018-04-26 08:19:00.000,108,5.15,2018-04-26 08:25:38.060,1.9444443999999999,com.sec.android.app.shealth,UTC-0300,87.63,02449dc6-8406-4861-b7e4-3aed5e5ed132,2018-04-26 08:25:38.060
97,2018-04-09 17:11:59.999,2018-04-09 17:11:00.000,19,0.73,2018-04-09 17:12:28.870,1.0,com.sec.android.app.shealth,UTC-0300,11.16,02458730-9837-0a31-3be8-6dbc6bcf9698,2018-04-09 17:12:28.869
98,2018-04-09 09:30:59.999,2018-04-09 09:30:00.000,20,0.84,2018-04-09 09:34:59.194,1.4166666,com.sec.android.app.shealth,UTC-0300,14.34,0258b0e8-45b6-6c88-9562-25ef85534af9,2018-04-09 09:34:59.193
99,2018-04-14 14:15:00.000,2018-04-14 14:14:00.000,8,0.35,2018-04-14 14:15:01.026,1.1944443999999999,com.sec.android.app.shealth,UTC-0300,6.04,025ceb20-6b6c-4481-a32d-65056d6b526d,2018-04-14 14:15:01.026
100,2018-05-02 07:32:59.999,2018-05-02 07:32:00.000,52,2.06,2018-05-02 07:33:56.498,1.5555556000000001,com.sec.android.app.shealth,UTC-0300,35.18,026456c2-fe20-d8cf-8e17-4e0c221d1a9f,2018-05-02 07:33:56.497
101,2018-04-19 12:51:00.000,2018-04-19 12:50:00.000,28,1.1700001,2018-04-19 12:51:07.275,1.4003851,com.sec.android.app.shealth,UTC-0300,22.23,026d6d8f-edbf-432c-9d87-f22934ca3d09,2018-04-19 12:50:45.821
102,2018-04-22 07:42:00.000,2018-04-22 07:41:00.000,99,3.96,2018-04-22 07:55:01.905,1.3055556000000001,com.sec.android.app.shealth,UTC-0300,75.82,026ef367-47f6-4872-915a-e4b5bd86698f,2018-04-22 07:55:01.905
103,2018-04-23 14:27:59.999,2018-04-23 14:27:00.000,79,4.51,2018-04-23 14:35:00.259,1.1944443999999999,com.sec.android.app.shealth,UTC-0300,46.69,02782762-5607-2a6b-8bb2-c0a446fb7a07,2018-04-23 14:35:00.259
104,2018-04-20 20:19:00.000,2018-04-20 20:18:00.000,72,2.97,2018-04-20 20:20:30.580,1.9166666,com.sec.android.app.shealth,UTC-0300,59.65,028b18d9-4ceb-451a-a983-366123729846,2018-04-20 20:20:30.580
105,2018-04-29 13:02:59.999,2018-04-29 13:02:00.000,18,0.68,2018-04-29 13:15:01.214,1.0833334,com.sec.android.app.shealth,UTC-0300,11.18,0298819e-3513-dfd5-1448-72ff49645ec1,2018-04-29 13:15:01.213
106,2018-04-26 18:10:59.999,2018-04-26 18:10:00.000,113,5.06,2018-04-26 18:15:01.306,1.5,com.sec.android.app.shealth,UTC-0300,90.28,029a4c60-e096-d92d-cf8a-7d818c04623f,2018-04-26 18:15:01.305
107,2018-04-05 07:38:00.000,2018-04-05 07:37:00.000,80,3.25,2018-04-05 07:50:06.673,1.4166666,com.sec.android.app.shealth,UTC-0300,62.39,029b8c44-ed0e-4006-bd76-0a96e046cca7,2018-04-05 07:50:06.673
108,2018-04-22 14:08:00.000,2018-04-22 14:07:00.000,35,1.8499997,2018-04-22 14:08:13.467,1.326811,com.sec.android.app.shealth,UTC-0300,30.870003000000004,029d4513-5217-4206-83d4-e56c52a8175f,2018-04-22 14:07:22.240
109,2018-04-14 15:58:00.000,2018-04-14 15:57:00.000,24,1.0500001,2018-04-14 15:57:37.441,2.2222294999999996,com.sec.android.app.shealth,UTC-0300,20.480001,029f82ad-4772-4949-9697-a0de8b212009,2018-04-14 15:57:30.519
