,efficiency,has_sleep_data,com.samsung.health.sleep.datauuid,quality,com.samsung.health.sleep.custom,com.samsung.health.sleep.end_time,original_wake_up_time,com.samsung.health.sleep.start_time,com.samsung.health.sleep.time_offset,com.samsung.health.sleep.update_time,original_bed_time,com.samsung.health.sleep.create_time,original_efficiency
173,91.46608,1.0,97b7c170-54de-b04a-8530-ea5b8ce0bb88,,,1515668760000,,1515641400000,UTC-0400,1515668855890,,1515668855890,
174,92.82297,1.0,98e4dc75-823e-7112-cd1f-1f396b8e196a,50003.0,,1518259920000,1.51825992e+12,1518234900000,UTC-0400,1518261048126,1.5182349e+12,1518260519172,92.82297
175,96.34146,1.0,9910f6c6-236f-dc17-b27f-c45497588ebe,,,1513597320000,,1513567860000,UTC-0400,1513598239246,,1513598239246,
176,92.85714,1.0,9a0a5d2e-4f1d-dec6-aca7-bb6e251b17ac,,,1521715980000,,1521700020000,UTC-0300,1521716029549,,1521716029549,
177,96.22093,1.0,9b58dce6-f4dc-2240-c065-ead0f9cc4322,,,1520845200000,,1520824620000,UTC-0300,1520845609636,,1520845609636,
178,93.84289,1.0,9bb022f2-d800-9637-abb8-edd7a886ef00,50003.0,,1519988400000,1.5199884e+12,1519960140000,UTC-0400,1519989977171,1.51996014e+12,1519988457857,93.84289
179,92.50457,1.0,9f26b15e-a686-f2be-b20a-88c991655ec9,50004.0,,1520423520000,1.52042352e+12,1520390760000,UTC-0400,1520428293734,1.52039076e+12,1520424432323,92.50457
180,92.97052,1.0,9f71b8db-ba97-ecab-c0a1-25e1ac34f7d6,,,1524998460000,,1524972000000,UTC-0300,1524998500906,,1524998500906,
181,0.0,1.0,9fb92d1b-a102-be22-1c53-53c0246ee1af,,,1517219340000,,1517218320000,UTC-0400,1517220215404,,1517220215404,
182,90.38461,1.0,a00316c8-74de-6e0c-101a-a1f2ed2e25be,,,1531908180000,,1531883280000,UTC-0300,1531908275973,,1531908275973,
183,0.0,1.0,a0e2e4f0-4348-bd0f-deb7-d0bb14167884,,,1515928020000,,1515927060000,UTC-0400,1515928917264,,1515928917264,
184,90.574715,1.0,a29f437b-ba75-6646-f362-2f62cbf57af8,,,1528106100000,,1528080060000,UTC-0300,1528106440634,,1528106440634,
185,92.36948,1.0,a3eebb9e-2297-05e8-0bb6-63f1b450bc4e,50002.0,,1516359300000,1.5163593e+12,1516329480000,UTC-0400,1516374040786,1.51632948e+12,1516359412702,92.36948
186,92.67015,1.0,a4725c28-bd7b-59ea-c495-dd10bc491b5c,,,1523704500000,,1523693100000,UTC-0300,1523704562260,,1523704562260,
187,92.83276,1.0,a6341b4a-ed53-6784-c284-9e0b848daef1,,,1523344080000,,1523326560000,UTC-0300,1523344369136,,1523344369136,
188,89.52381,1.0,a6816039-9671-60c8-f303-eddacd877349,,,1528429500000,,1528423260000,UTC-0300,1528430402472,,1528430402472,
189,93.26241,1.0,a6cb0fbc-e35a-7cde-8d11-bf3c9bd41df4,,,1514211300000,,1514177520000,UTC-0700,1514212201316,,1514212201316,
190,87.5,1.0,a9b283f7-f02b-6e20-0fc6-c66d4a4cb95b,,,1525412340000,,1525399920000,UTC-0300,1525413244305,,1525413244305,
191,94.47369,1.0,aa143ee0-62c0-5d5e-60c4-f61f159c1c07,,,1526379300000,,1526356500000,UTC-0300,1526379355623,,1526379355623,
192,93.177734,1.0,aaeb53a8-55e5-cd92-082c-dc089a75964b,,,1531053960000,,1531020540000,UTC-0300,1531053990044,,1531053990044,
193,94.97207,1.0,ab0f1875-7624-278b-0b64-697699479347,,,1522580520000,,1522559100000,UTC-0300,1522580634034,,1522580634034,
194,91.29464,1.0,ab433015-0bbc-f724-77ee-c5662a41bbe2,50003.0,,1518345840000,1.51834584e+12,1518319020000,UTC-0400,1518347001840,1.51831902e+12,1518345961384,91.29464
195,85.71429,1.0,ac71b014-b737-4d4e-0198-1a9172fd65f8,50001.0,,1517051640000,1.51705164e+12,1517050440000,UTC-0400,1517059920998,1.51705044e+12,1517051793141,85.71429
196,94.47236,1.0,ac946421-37d8-39d8-c635-ae14edbb0c95,,,1522837560000,,1522813740000,UTC-0300,1522837677286,,1522837677286,
197,0.0,1.0,ad17d745-a7bd-5a6b-f886-b9c2b6b77dd0,,,1514957880000,,1514956920000,UTC-0400,1514958797298,,1514958797298,
198,92.98246,1.0,ad7c0edd-1fc7-6b2f-f9d4-28e36b093006,,,1528885860000,,1528858560000,UTC-0300,1528885950698,,1528885950698,
199,94.230774,1.0,af627ee8-e556-366a-4358-d346af8f861d,,,1519899300000,,1519874340000,UTC-0400,1519899346956,,1519899346956,
200,91.36069,1.0,b0a6a910-2e3d-d0a8-f828-d2c7a053d5d5,,,1523440920000,,1523413200000,UTC-0300,1523441008571,,1523441008571,
201,86.0,1.0,b1606a43-fff3-4683-2cfd-02f76fb1219f,,,1528571340000,,1528565340000,UTC-0300,1528571392943,,1528571392943,
202,97.22992,1.0,b1d7f0ba-28bd-881e-9f6e-2d6736b5c7e8,,,1526031780000,,1526010120000,UTC-0300,1526031803794,,1526031803794,
203,90.47619,1.0,b2ad7789-8888-1a64-a45c-bc4e68e48498,,,1527967380000,,1527962340000,UTC-0300,1527967443977,,1527967443977,
204,74.5098,1.0,b2b67bb7-5414-fd12-4019-524f032681ba,,,1523179020000,,1523176020000,UTC-0300,1523179915267,,1523179915267,
205,93.414635,1.0,b3818857-a509-4ffa-ba6c-3be867d17a54,,,1526724300000,,1526699760000,UTC-0300,1526724371389,,1526724371389,
206,90.909096,1.0,b4abd414-d8af-7e40-2f3e-3d2afafd5c86,,,1515315480000,,1515300360000,UTC-0400,1515316354278,,1515316354278,
207,93.01397,1.0,b4da94fe-9877-7e21-6e9f-399e1b435f3d,,,1522147380000,,1522117320000,UTC-0300,1522147431760,,1522147431760,
208,95.76471,1.0,b5b8ca61-38f5-b0f8-744b-2421d85c1ae0,,,1519379040000,,1519353600000,UTC-0400,1519379149249,,1519379149249,
209,93.548386,1.0,b6ffb34b-574c-101c-abf8-93e314533437,,,1531620060000,,1531616400000,UTC-0300,1531620986265,,1531620986265,
210,89.926735,1.0,b7e153dc-ea77-3238-c12d-30bf7aa251f4,,,1514475780000,,1514443080000,UTC-0700,1514475888771,,1514475888771,
211,92.227974,1.0,b89b1aa1-d427-6268-c483-afceb5106516,,,1524652140000,,1524640620000,UTC-0300,1524653061285,,1524653061285,
212,91.33858,1.0,ba86acf9-5cf0-ace1-9d1c-6f0d1ed40f62,,,1515750840000,,1515728040000,UTC-0400,1515750968470,,1515750968470,
213,90.40591,1.0,bdcf513f-3996-8df4-9692-628df5f76af0,,,1531219920000,,1531187460000,UTC-0300,1531220053603,,1531220053603,
214,89.906105,1.0,bf337db9-471a-588a-465c-8dfecc8a44f4,,,1532862540000,,1532837040000,UTC-0300,1532862606340,,1532862606340,
215,89.02954,1.0,bf566512-2ec3-60dd-ce42-dffc1a16f3ad,,,1524898080000,,1524883920000,UTC-0300,1524898233193,,1524898233193,
216,94.416245,1.0,bf65e290-daf5-0bfd-339b-d0207a504e9d,,,1522059120000,,1522035540000,UTC-0300,1522059243342,,1522059243342,
217,93.641624,1.0,bffd946f-f3ad-54ed-9fae-7351fb39e334,50004.0,,1517311260000,1.51731126e+12,1517280180000,UTC-0400,1517318267011,1.51728018e+12,1517312170297,93.641624
218,91.91686,1.0,c0f47bb4-d294-c98d-1550-332688ff915a,,,1524046800000,,1524020880000,UTC-0300,1524047724269,,1524047724269,
219,86.95652,1.0,c1cd69a7-4345-9d5b-c62f-31c3184aade8,,,1532297100000,,1532291040000,UTC-0300,1532298019305,,1532298019305,
220,95.07042,1.0,c23933a0-841f-4e5a-cc84-a411f23a7edf,,,1521370800000,,1521345240000,UTC-0300,1521370832626,,1521370832626,
221,93.520515,1.0,c2cf9f93-8319-49a4-9dac-51cd815f8bdd,,,1516100100000,,1516072380000,UTC-0400,1516100174981,,1516100174981,
222,95.06726,1.0,c3bee3b6-510b-cf84-7c63-7106310663e6,,,1526467140000,,1526440440000,UTC-0300,1526467310561,,1526467310561,
223,83.78378,1.0,c48bc014-6b03-5cb2-87da-c200b5e9436e,,,1522813560000,,1522809120000,UTC-0300,1522813610835,,1522813610835,
224,90.75,1.0,c4a52845-8165-4920-30d8-e35c1399ff67,,,1525336320000,,1525312320000,UTC-0300,1525336335647,,1525336335647,
225,93.5567,1.0,c536acb0-965d-4f27-c91f-55a8bbec5133,,,1519811040000,,1519787820000,UTC-0400,1519811187741,,1519811187741,
226,93.93305,1.0,c61ff446-0772-176f-7c4b-05307096fba2,50004.0,,1518867120000,1.51886712e+12,1518838500000,UTC-0400,1518867435415,1.5188385e+12,1518867390204,93.93305
227,93.65751,1.0,c6a4fcda-4cc6-85d0-1247-c733759d4550,,,1516706100000,,1516677780000,UTC-0400,1516706341756,,1516706341756,
228,91.66667,1.0,c7550798-882f-6c6e-2ea1-9f66d251a6e4,,,1515411540000,,1515378480000,UTC-0400,1515411913936,,1515411913936,
229,90.2439,1.0,c766c418-1b61-b75f-f11e-09179a0ec1b1,,,1532173740000,,1532144280000,UTC-0300,1532173872846,,1532173872846,
230,94.85715,1.0,c951e281-e034-5cda-9119-110eabd0557e,,,1514980020000,,1514959080000,UTC-0400,1514980932286,,1514980932286,
231,92.34568,1.0,c9b3dc9d-18ab-bf72-a6b7-68c69ed3581f,50003.0,,1516790640000,1.51679064e+12,1516766400000,UTC-0400,1516882659141,1.5167664e+12,1516790858390,92.34568
232,92.517006,1.0,caa1da9e-6660-d756-19e5-39c84c5a503c,,,1530356340000,,1530329880000,UTC-0300,1530356374685,,1530356374685,
233,94.61078,1.0,cbd2a307-293c-f3fc-56d9-c4d5e83ccbaf,,,1529484120000,,1529464140000,UTC-0300,1529485033311,,1529485033311,
234,83.67347,1.0,cc080eb4-a0bb-f289-ede4-e1b86e92584f,,,1525911360000,,1525905540000,UTC-0300,1525912237336,,1525912237336,
235,80.0,1.0,cd33a61d-5bfb-f6fa-0758-e5088de18088,,,1529536800000,,1529532660000,UTC-0300,1529537704278,,1529537704278,
236,89.778534,1.0,d0419195-8969-a317-7e4a-73b9a9b2354a,,,1514734740000,,1514699580000,UTC-0700,1514734838924,,1514734838924,
237,94.299286,1.0,d0d6801a-e85d-ec59-0ec5-574daef57ba7,,,1521535860000,,1521510660000,UTC-0300,1521536747315,,1521536747315,
238,92.91338,1.0,d2c0bf2c-ead2-ce63-9882-bc326b65b453,,,1523525820000,,1523503020000,UTC-0300,1523525977604,,1523525977604,
239,94.654785,1.0,d371cb1f-5906-be6a-3b7b-9631e14ecf09,,,1520335200000,,1520308260000,UTC-0400,1520335204267,,1520335204267,
240,70.96774,1.0,d5712eb4-d002-3f81-1594-a9d6e8b6a0d0,,,1530743040000,,1530739380000,UTC-0300,1530743930297,,1530743930297,
241,92.54386,1.0,d597668b-fe23-8d0b-216f-636430e20bb9,,,1530095820000,,1530068520000,UTC-0300,1530095977223,,1530095977223,
242,91.89189,1.0,d5997037-9343-47a2-5d3d-eab2c6fc820c,,,1527677280000,,1527668460000,UTC-0300,1527678165269,,1527678165269,
243,95.84905,1.0,d5f2db5e-f6d3-fa15-2f84-cf90414fd932,,,1515843780000,,1515812040000,UTC-0400,1515843877870,,1515843877870,
244,89.93839,1.0,d72c84b4-5401-430b-413a-2114350bcb8e,,,1530012240000,,1529983080000,UTC-0300,1530012414390,,1530012414390,
245,94.59459,1.0,d7a55caa-ae7c-84d6-99ff-e4da3387c21f,,,1525161900000,,1525146420000,UTC-0300,1525162008140,,1525162008140,
246,77.61194,1.0,daa46b56-100b-c078-6e46-2da3a2fd2619,,,1529848140000,,1529840160000,UTC-0300,1529849051290,,1529849051290,
247,87.70053,1.0,dafff106-4d80-3d6b-00a8-40d61787fa12,50003.0,,1518084720000,1.51808472e+12,1518062340000,UTC-0400,1518085797638,1.51806234e+12,1518084829145,87.70053
248,95.194084,1.0,df4f1a49-7723-0115-3462-f9b722478a4a,50004.0,,1518781920000,1.51878192e+12,1518749520000,UTC-0400,1518783037523,1.51874952e+12,1518782097627,95.194084
249,90.50445,1.0,e0664096-575b-367f-4d30-18cceae78a25,50003.0,,1517048580000,1.51704858e+12,1517028420000,UTC-0400,1517059655366,1.51702842e+12,1517049479282,90.50445
250,95.454544,1.0,e0a1661d-dad1-f571-10bb-15b668b56c2f,50004.0,,1517397840000,1.51739784e+12,1517367540000,UTC-0400,1517404946345,1.51736754e+12,1517398287503,95.454544
251,91.1833,1.0,e12fcada-d472-1cea-5f80-47f9333e5031,,,1519294200000,,1519268400000,UTC-0400,1519295080283,,1519295080283,
252,94.305244,1.0,e18b777f-1f46-fde4-f889-a8d57f9ff9f4,,,1529230620000,,1529204340000,UTC-0300,1529230727066,,1529230727066,
253,92.456894,1.0,e1e5eda8-e3c0-1870-5fd2-cfe54fb792c8,,,1518603420000,,1518575640000,UTC-0400,1518603565777,,1518603565777,
254,93.71197,1.0,e3c52661-73fe-9f1e-e65d-c68b4fa27855,,,1524220320000,,1524190800000,UTC-0300,1524220392891,,1524220392891,
255,95.726494,1.0,e5080fc1-38f1-96cf-c412-b0a87c162507,,,1531089060000,,1531082100000,UTC-0300,1531089140834,,1531089140834,
256,94.67005,1.0,e551c3d0-37b8-490d-153e-65b19b45d069,,,1523096580000,,1523073000000,UTC-0300,1523096720921,,1523096720921,
257,91.075516,1.0,e82c571c-9ae7-f641-8186-daeb806daacf,,,1526637900000,,1526611680000,UTC-0300,1526637958716,,1526637958716,
258,92.05128,1.0,e9c6054c-cb9b-2d41-deca-37de777c3d30,,,1514307780000,,1514284440000,UTC-0700,1514308675283,,1514308675283,
259,94.58239,1.0,ea07fcf9-c8eb-3d53-6bd4-ef193359312f,,,1515926820000,,1515900300000,UTC-0400,1515926907980,,1515926907980,
260,94.047615,1.0,ea976b77-90cd-58ea-f688-936c067a4f00,,,1526339760000,,1526334780000,UTC-0300,1526339835395,,1526339835395,
261,86.0,1.0,eba4a522-15a0-c6a0-3285-b309eb154fc4,,,1529868300000,,1529862360000,UTC-0300,1529869205277,,1529869205277,
262,92.92929,1.0,ed4e5011-6ba4-4895-9a5b-bb483dd4be54,,,1524911220000,,1524905340000,UTC-0300,1524911341562,,1524911341562,
263,93.333336,1.0,ee1d8295-d888-e56c-2718-b7922892a471,,,1531519320000,,1531513980000,UTC-0300,1531520244244,,1531520244244,
264,0.0,,f0555b25-9fd9-403a-89fd-eeb01f567fbc,50001.0,,1525766400000,,1525755600000,UTC-0300,1525777468143,,1525777468143,
265,95.89372,1.0,f28585b2-f623-4e62-e9ce-0d168f957ac4,,,1516270200000,,1516245420000,UTC-0400,1516270338173,,1516270338173,
266,94.672134,1.0,f2fe1fbf-2ae3-c9c4-c766-22610a602c37,,,1522493220000,,1522463940000,UTC-0300,1522493279493,,1522493279493,
267,90.909096,1.0,f3ae4148-51bf-1f77-b5e7-e3d7276e3af7,,,1517913120000,,1517887440000,UTC-0400,1517913238988,,1517913238988,
268,72.72727,1.0,f4102932-0997-e575-1483-aa96681a1a28,,,1514952060000,,1514948160000,UTC-0400,1514952138717,,1514952138717,
269,91.452995,1.0,f45a2528-bd51-6e3a-b8b9-909a0b56160b,,,1524823500000,,1524816540000,UTC-0300,1524823655514,,1524823655514,
270,91.81495,1.0,f485f886-64e2-2b3b-daa2-c89574727f23,,,1519472760000,,1519455900000,UTC-0400,1519472771159,,1519472771159,
271,76.190475,1.0,f746e4c1-ce42-64d2-9083-938c19c8748d,,,1529147940000,,1529146740000,UTC-0300,1529148816247,,1529148816247,
272,91.30435,1.0,f75a02dd-f2d0-8439-ebc6-ebf21b317fce,,,1516620000000,,1516588320000,UTC-0400,1516620229072,,1516620229072,
273,92.38281,1.0,f938452b-fde8-d2d0-be34-73ef72fe5a06,,,1530962700000,,1530932040000,UTC-0300,1530963578307,,1530963578307,
274,93.93939,1.0,fa6d8e8e-a9ef-8a12-2378-30600e77dfe5,,,1523785560000,,1523755920000,UTC-0300,1523785624251,,1523785624251,
275,93.31849,1.0,fb8c3f14-65d0-40e1-75a8-28b6a8297dcb,,,1529662920000,,1529635980000,UTC-0300,1529662962362,,1529662962362,
276,90.8397,1.0,fd2cc77d-a9f3-13c3-965f-a166db7a0e2c,,,1526818560000,,1526795040000,UTC-0300,1526819445314,,1526819445314,
277,93.56137,1.0,fd50d8c9-fd11-b1e0-011f-10714d984fac,,,1529400600000,,1529370840000,UTC-0300,1529400689041,,1529400689041,
278,92.77778,1.0,fde67d6c-4823-6520-e0f4-888aeb7372c5,,,1529315160000,,1529293620000,UTC-0300,1529316061351,,1529316061351,
